session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,random,feedback,temp
4,9,33,35,25,15,10,7,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
4,10,50,25,25,15,12,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
4,11,33,35,25,15,10,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,1,50,40,25,17,10,5,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,2,33,35,25,18,10,7,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,3,33,35,25,17,15,5,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,4,50,30,25,20,10,5,5,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,5,33,45,25,20,12,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,6,50,30,22,15,10,7,2,2,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,7,50,35,25,20,10,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,8,50,30,20,20,11,7,1,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,9,33,35,25,20,10,7,2,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,10,50,35,25,17,10,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
5,11,50,32,25,15,10,5,3,2,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,1,50,30,25,20,10,7,0,2,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,2,50,30,25,20,10,5,3,2,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,3,50,35,25,20,10,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,4,50,35,25,20,11,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,5,33,35,25,20,10,7,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,6,50,35,20,15,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,7,50,45,25,15,10,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,8,50,35,25,20,10,5,5,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,9,50,30,25,15,10,7,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,10,33,30,25,15,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
6,11,33,30,20,18,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,1,50,33,25,15,12,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,2,33,30,25,15,10,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,3,50,30,25,18,12,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,4,33,35,22,15,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,5,50,30,25,20,10,5,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,6,33,35,25,17,10,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,7,50,35,20,20,10,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,8,33,45,25,20,15,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,9,50,35,25,15,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,10,35,35,25,20,10,7,3,2,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
7,11,33,30,25,20,10,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,1,50,34,20,20,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,2,35,30,25,15,10,7,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,3,50,30,25,15,10,5,3,2,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,4,50,35,25,18,10,7,4,2,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,5,35,32,22,20,12,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,6,33,35,25,15,12,5,3,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,7,33,35,28,15,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,8,50,35,25,15,15,5,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,9,33,35,25,15,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,10,30,30,25,20,15,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
8,11,33,35,25,18,10,5,2,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,1,33,35,22,20,10,5,2,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,2,33,35,25,18,15,5,0,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,3,50,35,20,17,10,7,2,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,4,50,30,25,20,10,5,5,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,5,50,35,25,20,10,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,6,33,33,25,20,10,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,7,50,35,22,15,10,7,2,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,8,50,30,25,20,10,5,3,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,9,33,35,20,20,15,7,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,10,50,25,22,20,12,7,3,1,1,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
9,11,50,35,25,15,10,5,3,1,0,0,3-Feb,11,average,human decision maker,human decision makers,random,feedback,0.5
1,1,50,45,24,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,2,50,45,20,10,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,3,50,35,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,4,50,45,20,15,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,5,50,45,20,15,10,7,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,6,50,25,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,7,50,40,20,10,10,10,5,4,2,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,8,50,35,20,15,10,5,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,9,50,25,20,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,10,50,25,20,10,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,11,50,33,20,15,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,1,50,40,20,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,2,50,35,20,15,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,3,50,30,18,15,10,10,6,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,4,50,35,20,15,10,7,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,5,50,45,24,15,10,10,7,4,2,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,6,50,35,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,7,50,45,20,10,10,10,5,4,2,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,8,50,33,24,10,10,10,6,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,9,50,30,24,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,10,50,45,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
2,11,50,35,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,1,50,30,20,15,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,2,50,35,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,3,50,25,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,4,50,40,20,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,5,50,40,20,10,10,10,5,4,2,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,6,50,35,24,14,10,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,7,50,25,24,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,8,50,30,24,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,9,50,45,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,10,33,40,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
3,11,50,30,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,1,50,35,20,10,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,2,50,45,20,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,3,50,40,18,15,10,10,6,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,4,50,40,20,15,10,10,6,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,5,33,40,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,6,50,45,20,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,7,50,35,18,14,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,8,50,45,20,10,10,10,7,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,9,33,40,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,10,50,35,20,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
4,11,50,35,20,10,10,15,6,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,1,30,45,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,2,50,40,20,10,10,15,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,3,50,35,20,10,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,4,50,45,24,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,5,50,30,20,15,10,6,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,6,50,30,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,7,50,35,20,14,10,10,6,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,8,50,37,20,10,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,9,35,34,20,10,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,10,50,35,20,15,10,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
5,11,50,35,20,14,10,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,1,50,35,20,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,2,50,40,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,3,50,35,24,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,4,50,45,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,5,50,35,20,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,6,50,35,24,16,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,7,50,25,24,15,10,15,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,8,50,40,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,9,50,30,15,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,10,50,35,20,10,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
6,11,50,45,20,10,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,1,50,42,20,10,10,10,7,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,2,50,35,18,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,3,50,35,24,14,10,8,7,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,4,50,35,20,10,10,10,6,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,5,50,35,24,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,6,50,40,24,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,7,50,35,20,10,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,8,50,45,24,14,10,10,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,9,50,35,24,10,10,15,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,10,50,45,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
7,11,50,25,20,10,10,10,7,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,1,50,37,24,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,2,50,30,18,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,3,50,25,20,14,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,4,50,35,20,10,10,7,5,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,5,50,35,24,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,6,50,33,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,7,50,30,20,10,10,10,7,3,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,8,50,35,20,15,10,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,9,33,33,24,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,10,50,35,20,15,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
8,11,50,40,18,14,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,1,50,40,20,10,10,10,6,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,2,50,45,20,10,10,15,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,3,50,34,20,10,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,4,50,35,24,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,5,50,35,20,14,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,6,50,30,20,15,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,7,50,35,20,10,10,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,8,50,25,25,10,10,8,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,9,50,38,20,15,10,10,5,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,10,50,35,20,14,10,10,7,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
9,11,50,45,20,10,10,10,5,4,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.5
1,1,33,35,38,25,15,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,2,50,34,23,25,15,15,15,9,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,3,33,37,30,25,20,15,10,10,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,4,45,35,40,25,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,5,33,35,30,25,20,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,6,50,30,30,30,20,15,10,10,10,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,7,50,35,28,25,20,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,8,45,35,43,40,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,9,50,30,40,15,20,15,13,10,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,10,35,30,35,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,11,50,38,30,25,18,15,10,10,8,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,1,33,35,38,25,18,15,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,2,35,27,40,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,3,50,33,30,25,18,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,4,50,35,25,25,15,15,15,9,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,5,25,58,35,25,20,15,12,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,6,33,40,30,30,20,15,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,7,35,35,30,28,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,8,33,30,30,25,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,9,35,35,30,25,20,15,15,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,10,50,40,40,25,20,15,10,9,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
2,11,33,60,30,25,15,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,1,50,35,30,25,20,15,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,2,35,30,30,20,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,3,50,38,30,25,20,15,13,10,8,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,4,50,30,35,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,5,50,30,40,25,20,15,15,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,6,35,47,30,20,20,15,10,10,7,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,7,50,30,40,20,15,15,15,9,8,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,8,30,30,15,25,20,15,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,9,40,45,55,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,10,50,30,40,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
3,11,33,25,35,25,18,15,10,10,9,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,1,45,34,33,25,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,2,50,25,30,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,3,33,35,45,28,18,15,15,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,4,33,42,30,35,20,15,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,5,50,45,40,25,20,15,14,8,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,6,50,32,30,30,20,15,10,10,10,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,7,45,30,40,25,15,15,10,10,9,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,8,50,25,30,50,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,9,33,40,30,25,17,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,10,50,30,37,25,20,15,12,12,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
4,11,45,33,40,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,1,50,30,30,20,20,15,15,10,7,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,2,35,32,15,30,20,15,10,10,7,9,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,3,50,45,40,20,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,4,45,35,20,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
