,session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,temp,random,feedback
32,3,10,33,22,15,23,7,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
33,3,11,33,22,15,22,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
34,4,1,33,50,33,33,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
35,4,2,33,22,15,10,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
36,4,3,33,22,15,10,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
37,4,4,33,22,31,10,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
38,4,5,33,33,15,10,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
39,4,6,33,22,31,22,15,5,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
40,4,7,33,50,15,10,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
41,4,8,33,22,15,22,7,12,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
42,4,9,33,22,15,10,7,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
43,4,10,33,22,15,22,15,12,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
44,4,11,33,22,15,23,15,12,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
45,5,1,33,50,15,22,15,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
46,5,2,33,50,33,22,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
47,5,3,33,22,31,10,15,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
48,5,4,33,22,33,22,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
49,5,5,33,50,15,10,15,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
50,5,6,33,50,45,22,15,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
51,5,7,33,22,15,10,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
52,5,8,33,22,31,22,7,12,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
53,5,9,33,50,31,10,7,12,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
54,5,10,33,22,55,23,7,10,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
55,5,11,33,33,55,22,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
56,6,1,33,50,15,10,15,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
57,6,2,33,22,33,10,15,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
58,6,3,33,22,55,22,7,10,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
59,6,4,33,22,15,23,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
60,6,5,33,22,15,10,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
61,6,6,33,50,15,22,7,12,8,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
62,6,7,33,33,31,22,18,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
63,6,8,33,22,55,10,7,10,8,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
64,6,9,33,33,15,22,15,5,8,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
65,6,10,33,55,33,23,7,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
66,6,11,33,22,15,10,7,5,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
67,7,1,33,22,15,22,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
68,7,2,33,22,15,10,7,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
69,7,3,33,22,33,23,15,5,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
70,7,4,33,22,33,10,7,10,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
71,7,5,33,22,15,22,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
72,7,6,33,22,33,33,15,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
73,7,7,33,22,31,10,15,12,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
74,7,8,33,50,33,10,15,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
75,7,9,33,22,33,23,18,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
76,7,10,33,22,15,23,15,10,8,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
77,7,11,33,50,15,10,7,5,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
78,8,1,33,22,15,10,18,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
79,8,2,33,22,15,22,15,5,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
80,8,3,33,50,15,10,7,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
81,8,4,33,50,15,10,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
82,8,5,33,33,15,22,15,5,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
83,8,6,33,22,31,10,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
84,8,7,33,22,31,22,15,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
85,8,8,33,22,33,10,15,5,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
86,8,9,33,22,55,23,18,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
87,8,10,33,50,15,22,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
88,8,11,33,22,55,22,7,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
89,9,1,33,22,31,10,7,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
90,9,2,33,50,15,23,18,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
91,9,3,33,22,15,22,7,12,8,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
92,9,4,33,22,33,23,7,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
93,9,5,33,22,15,22,7,5,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
94,9,6,33,22,33,22,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
95,9,7,33,50,15,10,7,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
96,9,8,33,50,33,33,18,10,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
97,9,9,33,22,15,22,15,12,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
98,9,10,33,50,15,23,7,5,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
99,9,11,33,33,15,22,7,5,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,random,feedback
100,1,1,33,50,45,33,15,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
101,1,2,33,22,31,22,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
102,1,3,33,50,33,10,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
103,1,4,33,22,15,22,7,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
104,1,5,33,22,15,22,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
105,1,6,33,22,33,10,15,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
106,1,7,33,22,15,10,18,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
107,1,8,33,22,33,10,18,10,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
108,1,9,33,50,15,10,18,12,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
109,1,10,33,33,31,23,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
110,1,11,33,50,15,10,15,10,8,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
111,2,1,33,50,15,22,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
112,2,2,33,50,15,22,15,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
113,2,3,33,22,33,22,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
114,2,4,33,22,30,10,18,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
115,2,5,33,50,15,22,7,10,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
116,2,6,33,33,15,22,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
117,2,7,33,50,33,33,15,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
118,2,8,33,50,15,10,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
119,2,9,33,22,30,23,18,5,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
120,2,10,33,22,15,10,18,12,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
121,2,11,33,22,15,22,15,10,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
122,3,1,33,50,15,10,7,10,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
123,3,2,33,22,33,22,7,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
124,3,3,33,50,30,33,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
125,3,4,33,50,15,10,15,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
126,3,5,33,22,31,10,7,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
127,3,6,33,22,33,10,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
128,3,7,33,50,33,10,15,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
129,3,8,33,22,15,33,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
130,3,9,33,22,33,22,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
131,3,10,33,50,15,10,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
132,3,11,33,22,15,10,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
133,4,1,33,22,33,10,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
134,4,2,33,50,15,22,7,12,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
135,4,3,33,22,15,33,18,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
136,4,4,33,22,15,22,7,10,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
137,4,5,34,22,33,22,18,12,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
138,4,6,33,50,33,10,7,10,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
139,4,7,33,22,31,22,15,5,8,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
140,4,8,33,22,15,10,7,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
141,4,9,33,22,15,10,15,5,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
142,4,10,33,50,15,22,18,10,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
143,4,11,33,22,15,10,15,5,8,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
144,5,1,33,50,15,33,15,5,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
145,5,2,33,33,55,10,15,5,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
146,5,3,33,33,31,22,7,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
147,5,4,33,50,45,22,18,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
148,5,5,33,33,15,22,7,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
149,5,6,33,22,31,22,7,10,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
150,5,7,33,22,31,10,15,10,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
151,5,8,33,50,15,10,7,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
152,5,9,33,22,15,10,7,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
153,5,10,33,22,30,10,18,10,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
154,5,11,33,22,15,10,15,10,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
155,6,1,33,50,15,22,7,12,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
156,6,2,33,50,15,10,7,5,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
157,6,3,33,33,15,10,18,10,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
158,6,4,33,50,33,22,15,5,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
159,6,5,33,22,31,22,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
160,6,6,33,22,33,10,18,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
161,6,7,33,50,15,10,7,10,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
162,6,8,33,22,15,10,15,10,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
163,6,9,33,33,15,22,15,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
164,6,10,33,22,31,10,15,12,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
165,6,11,33,50,31,10,7,12,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
166,7,1,33,22,33,33,15,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
167,7,2,33,22,15,22,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
168,7,3,33,22,33,33,15,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
169,7,4,33,50,15,33,7,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
170,7,5,33,50,15,33,7,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
171,7,6,33,50,33,10,15,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
172,7,7,33,50,15,10,15,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
173,7,8,33,50,15,10,7,10,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
174,7,9,33,50,55,22,15,5,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
175,7,10,33,22,33,10,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
176,7,11,33,22,15,22,7,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
177,8,1,33,22,33,10,7,5,8,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
178,8,2,33,50,15,10,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
179,8,3,33,50,33,10,7,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
180,8,4,33,50,15,10,15,5,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
181,8,5,33,22,15,10,7,12,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
182,8,6,33,33,33,10,7,12,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
183,8,7,33,22,15,10,15,5,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
184,8,8,33,22,15,22,7,5,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
185,8,9,33,22,33,22,7,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
186,8,10,33,22,33,10,7,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
187,8,11,33,50,55,10,18,10,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
188,9,1,33,22,15,22,15,5,3,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
189,9,2,33,50,33,10,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
190,9,3,33,50,33,33,7,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
191,9,4,22,22,44,33,7,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
192,9,5,33,50,33,22,7,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
193,9,6,33,22,33,10,7,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
194,9,7,33,22,15,22,7,12,8,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
195,9,8,33,50,15,10,15,10,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
196,9,9,33,22,31,23,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
197,9,10,33,22,15,22,7,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
198,9,11,33,50,31,22,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.25,fixed,feedback
1,1,1,33,22,33,23,15,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
2,1,2,33,22,33,10,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
3,1,3,33,22,15,22,15,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
4,1,4,33,50,33,22,18,10,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
5,1,5,22,22,31,10,15,5,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
6,1,6,33,22,15,10,15,12,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
7,1,7,22,22,15,10,18,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
8,1,8,33,50,33,33,18,10,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
9,1,9,33,22,30,22,15,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
10,1,10,33,22,30,10,7,5,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
11,1,11,33,22,15,10,7,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
12,2,12,33,50,15,22,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
13,2,13,33,44,33,22,7,10,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
14,2,14,33,50,15,23,18,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
15,2,15,33,22,15,10,7,10,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
16,2,16,33,50,15,22,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
17,2,17,33,50,33,10,15,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
18,2,18,33,22,15,22,7,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
19,2,19,33,22,33,22,15,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
20,2,20,33,22,55,10,18,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
21,2,21,33,50,15,23,15,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
22,2,22,33,22,15,10,18,5,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
23,3,23,33,22,33,10,15,5,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
24,3,24,33,50,33,33,7,5,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
25,3,25,33,22,15,10,15,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
26,3,26,33,22,33,22,7,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
27,3,27,33,22,31,22,7,12,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
28,3,28,22,22,15,10,7,12,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
29,3,29,33,50,15,33,7,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
30,3,30,33,22,33,23,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
31,3,31,33,22,15,10,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
32,3,32,33,22,33,23,15,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
33,3,33,33,50,66,33,15,5,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
34,4,34,33,22,15,33,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
35,4,35,33,22,15,22,18,10,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
36,4,36,33,33,31,33,15,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
37,4,37,33,22,33,22,18,12,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
