,session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,temp,random,feedback
105,2,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
106,2,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
107,2,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
108,2,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
109,2,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
110,2,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
111,2,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
112,2,3,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
113,2,4,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
114,2,5,50,67,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
115,2,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
116,2,7,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
117,2,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
118,2,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
119,2,10,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
120,2,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
121,2,1,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
122,2,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
123,2,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
124,2,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
125,2,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
126,2,6,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
127,2,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
128,2,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
129,2,9,67,88,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
130,2,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
131,2,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
132,3,1,50,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
133,3,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
134,3,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
135,3,4,67,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
136,3,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
137,3,6,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
138,3,7,67,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
139,3,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
140,3,9,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
141,3,10,67,88,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
142,3,11,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
143,3,1,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
144,3,2,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
145,3,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
146,3,4,67,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
147,3,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
148,3,6,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
149,3,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
150,3,8,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
151,3,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
152,3,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
153,3,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
154,3,1,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
155,3,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
156,3,3,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
157,3,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
158,3,5,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
159,3,6,50,66,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
160,3,7,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
161,3,8,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
162,3,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
163,3,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
164,3,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
165,3,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
166,3,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
167,3,3,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
168,3,4,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
169,3,5,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
170,3,6,66,88,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
171,3,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
172,3,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
173,3,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
174,3,10,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
175,3,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
176,3,1,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
177,3,2,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
178,3,3,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
179,3,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
180,3,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
181,3,6,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
182,3,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
183,3,8,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
184,3,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
185,3,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
186,3,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,random,feedback
187,3,1,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
188,3,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
189,3,3,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
190,3,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
191,3,5,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
192,3,6,50,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
193,3,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
194,3,8,50,67,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
195,3,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
196,3,10,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
197,3,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.75,fixed,feedback
198,4,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
199,4,2,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
200,4,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
201,4,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
202,4,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
203,4,6,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
204,4,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
205,4,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
206,4,9,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
207,4,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
208,4,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,random,feedback
209,4,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
210,4,2,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
211,4,3,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
212,4,4,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
213,4,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
214,4,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
215,4,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
216,4,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
217,4,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
218,4,10,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
219,4,11,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.25,fixed,feedback
220,4,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
221,4,2,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
222,4,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
223,4,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
224,4,5,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
225,4,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
226,4,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
227,4,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
228,4,9,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
229,4,10,66,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
230,4,11,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,random,feedback
231,4,1,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
232,4,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
233,4,3,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
234,4,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,0.5,fixed,feedback
