subject,response,p_val,size,avg,act_as,play_against,temp
97,45,2-Jan,11,average,human decision maker,human decision maker,0.5
98,45,2-Jan,11,average,human decision maker,human decision maker,0.5
99,40,2-Jan,11,average,human decision maker,human decision maker,0.5
100,40,2-Jan,11,average,human decision maker,human decision maker,0.5
1,45,2-Jan,11,average,human decision maker,human decision maker,0.25
2,45,2-Jan,11,average,human decision maker,human decision maker,0.25
3,45,2-Jan,11,average,human decision maker,human decision maker,0.25
4,50,2-Jan,11,average,human decision maker,human decision maker,0.25
5,45,2-Jan,11,average,human decision maker,human decision maker,0.25
6,45,2-Jan,11,average,human decision maker,human decision maker,0.25
7,45,2-Jan,11,average,human decision maker,human decision maker,0.25
8,40,2-Jan,11,average,human decision maker,human decision maker,0.25
9,40,2-Jan,11,average,human decision maker,human decision maker,0.25
10,50,2-Jan,11,average,human decision maker,human decision maker,0.25
11,45,2-Jan,11,average,human decision maker,human decision maker,0.25
12,45,2-Jan,11,average,human decision maker,human decision maker,0.25
13,45,2-Jan,11,average,human decision maker,human decision maker,0.25
14,45,2-Jan,11,average,human decision maker,human decision maker,0.25
15,45,2-Jan,11,average,human decision maker,human decision maker,0.25
16,40,2-Jan,11,average,human decision maker,human decision maker,0.25
17,45,2-Jan,11,average,human decision maker,human decision maker,0.25
18,45,2-Jan,11,average,human decision maker,human decision maker,0.25
19,50,2-Jan,11,average,human decision maker,human decision maker,0.25
20,40,2-Jan,11,average,human decision maker,human decision maker,0.25
21,45,2-Jan,11,average,human decision maker,human decision maker,0.25
22,40,2-Jan,11,average,human decision maker,human decision maker,0.25
23,40,2-Jan,11,average,human decision maker,human decision maker,0.25
24,45,2-Jan,11,average,human decision maker,human decision maker,0.25
25,45,2-Jan,11,average,human decision maker,human decision maker,0.25
26,45,2-Jan,11,average,human decision maker,human decision maker,0.25
27,45,2-Jan,11,average,human decision maker,human decision maker,0.25
28,45,2-Jan,11,average,human decision maker,human decision maker,0.25
29,45,2-Jan,11,average,human decision maker,human decision maker,0.25
30,45,2-Jan,11,average,human decision maker,human decision maker,0.25
31,50,2-Jan,11,average,human decision maker,human decision maker,0.25
32,45,2-Jan,11,average,human decision maker,human decision maker,0.25
33,45,2-Jan,11,average,human decision maker,human decision maker,0.25
34,50,2-Jan,11,average,human decision maker,human decision maker,0.25
35,40,2-Jan,11,average,human decision maker,human decision maker,0.25
36,50,2-Jan,11,average,human decision maker,human decision maker,0.25
37,50,2-Jan,11,average,human decision maker,human decision maker,0.25
38,45,2-Jan,11,average,human decision maker,human decision maker,0.25
39,45,2-Jan,11,average,human decision maker,human decision maker,0.25
40,45,2-Jan,11,average,human decision maker,human decision maker,0.25
41,40,2-Jan,11,average,human decision maker,human decision maker,0.25
42,40,2-Jan,11,average,human decision maker,human decision maker,0.25
43,45,2-Jan,11,average,human decision maker,human decision maker,0.25
44,45,2-Jan,11,average,human decision maker,human decision maker,0.25
45,45,2-Jan,11,average,human decision maker,human decision maker,0.25
46,45,2-Jan,11,average,human decision maker,human decision maker,0.25
47,40,2-Jan,11,average,human decision maker,human decision maker,0.25
48,45,2-Jan,11,average,human decision maker,human decision maker,0.25
49,45,2-Jan,11,average,human decision maker,human decision maker,0.25
50,40,2-Jan,11,average,human decision maker,human decision maker,0.25
51,45,2-Jan,11,average,human decision maker,human decision maker,0.25
52,45,2-Jan,11,average,human decision maker,human decision maker,0.25
53,45,2-Jan,11,average,human decision maker,human decision maker,0.25
54,50,2-Jan,11,average,human decision maker,human decision maker,0.25
55,45,2-Jan,11,average,human decision maker,human decision maker,0.25
56,45,2-Jan,11,average,human decision maker,human decision maker,0.25
57,45,2-Jan,11,average,human decision maker,human decision maker,0.25
58,45,2-Jan,11,average,human decision maker,human decision maker,0.25
59,45,2-Jan,11,average,human decision maker,human decision maker,0.25
60,45,2-Jan,11,average,human decision maker,human decision maker,0.25
61,45,2-Jan,11,average,human decision maker,human decision maker,0.25
62,45,2-Jan,11,average,human decision maker,human decision maker,0.25
63,45,2-Jan,11,average,human decision maker,human decision maker,0.25
64,45,2-Jan,11,average,human decision maker,human decision maker,0.25
65,45,2-Jan,11,average,human decision maker,human decision maker,0.25
66,45,2-Jan,11,average,human decision maker,human decision maker,0.25
67,45,2-Jan,11,average,human decision maker,human decision maker,0.25
68,40,2-Jan,11,average,human decision maker,human decision maker,0.25
69,45,2-Jan,11,average,human decision maker,human decision maker,0.25
70,45,2-Jan,11,average,human decision maker,human decision maker,0.25
71,45,2-Jan,11,average,human decision maker,human decision maker,0.25
72,45,2-Jan,11,average,human decision maker,human decision maker,0.25
73,40,2-Jan,11,average,human decision maker,human decision maker,0.25
74,45,2-Jan,11,average,human decision maker,human decision maker,0.25
75,45,2-Jan,11,average,human decision maker,human decision maker,0.25
76,45,2-Jan,11,average,human decision maker,human decision maker,0.25
77,50,2-Jan,11,average,human decision maker,human decision maker,0.25
78,40,2-Jan,11,average,human decision maker,human decision maker,0.25
79,45,2-Jan,11,average,human decision maker,human decision maker,0.25
80,45,2-Jan,11,average,human decision maker,human decision maker,0.25
81,45,2-Jan,11,average,human decision maker,human decision maker,0.25
82,45,2-Jan,11,average,human decision maker,human decision maker,0.25
83,45,2-Jan,11,average,human decision maker,human decision maker,0.25
84,45,2-Jan,11,average,human decision maker,human decision maker,0.25
85,45,2-Jan,11,average,human decision maker,human decision maker,0.25
86,45,2-Jan,11,average,human decision maker,human decision maker,0.25
87,40,2-Jan,11,average,human decision maker,human decision maker,0.25
88,45,2-Jan,11,average,human decision maker,human decision maker,0.25
89,45,2-Jan,11,average,human decision maker,human decision maker,0.25
90,50,2-Jan,11,average,human decision maker,human decision maker,0.25
91,45,2-Jan,11,average,human decision maker,human decision maker,0.25
92,45,2-Jan,11,average,human decision maker,human decision maker,0.25
93,50,2-Jan,11,average,human decision maker,human decision maker,0.25
94,45,2-Jan,11,average,human decision maker,human decision maker,0.25
95,50,2-Jan,11,average,human decision maker,human decision maker,0.25
96,50,2-Jan,11,average,human decision maker,human decision maker,0.25
97,40,2-Jan,11,average,human decision maker,human decision maker,0.25
98,45,2-Jan,11,average,human decision maker,human decision maker,0.25
99,40,2-Jan,11,average,human decision maker,human decision maker,0.25
100,45,2-Jan,11,average,human decision maker,human decision maker,0.25
1,45,2-Jan,11,average,human decision maker,human decision maker,0.75
2,40,2-Jan,11,average,human decision maker,human decision maker,0.75
3,40,2-Jan,11,average,human decision maker,human decision maker,0.75
4,50,2-Jan,11,average,human decision maker,human decision maker,0.75
5,45,2-Jan,11,average,human decision maker,human decision maker,0.75
6,40,2-Jan,11,average,human decision maker,human decision maker,0.75
7,45,2-Jan,11,average,human decision maker,human decision maker,0.75
8,45,2-Jan,11,average,human decision maker,human decision maker,0.75
9,50,2-Jan,11,average,human decision maker,human decision maker,0.75
10,50,2-Jan,11,average,human decision maker,human decision maker,0.75
11,40,2-Jan,11,average,human decision maker,human decision maker,0.75
12,45,2-Jan,11,average,human decision maker,human decision maker,0.75
13,45,2-Jan,11,average,human decision maker,human decision maker,0.75
14,45,2-Jan,11,average,human decision maker,human decision maker,0.75
15,45,2-Jan,11,average,human decision maker,human decision maker,0.75
16,45,2-Jan,11,average,human decision maker,human decision maker,0.75
17,40,2-Jan,11,average,human decision maker,human decision maker,0.75
18,45,2-Jan,11,average,human decision maker,human decision maker,0.75
19,50,2-Jan,11,average,human decision maker,human decision maker,0.75
20,40,2-Jan,11,average,human decision maker,human decision maker,0.75
21,50,2-Jan,11,average,human decision maker,human decision maker,0.75
22,45,2-Jan,11,average,human decision maker,human decision maker,0.75
23,45,2-Jan,11,average,human decision maker,human decision maker,0.75
24,50,2-Jan,11,average,human decision maker,human decision maker,0.75
25,40,2-Jan,11,average,human decision maker,human decision maker,0.75
26,50,2-Jan,11,average,human decision maker,human decision maker,0.75
27,50,2-Jan,11,average,human decision maker,human decision maker,0.75
28,45,2-Jan,11,average,human decision maker,human decision maker,0.75
29,50,2-Jan,11,average,human decision maker,human decision maker,0.75
30,45,2-Jan,11,average,human decision maker,human decision maker,0.75
31,50,2-Jan,11,average,human decision maker,human decision maker,0.75
32,50,2-Jan,11,average,human decision maker,human decision maker,0.75
33,45,2-Jan,11,average,human decision maker,human decision maker,0.75
34,45,2-Jan,11,average,human decision maker,human decision maker,0.75
35,50,2-Jan,11,average,human decision maker,human decision maker,0.75
36,40,2-Jan,11,average,human decision maker,human decision maker,0.75
37,45,2-Jan,11,average,human decision maker,human decision maker,0.75
38,40,2-Jan,11,average,human decision maker,human decision maker,0.75
39,50,2-Jan,11,average,human decision maker,human decision maker,0.75
40,45,2-Jan,11,average,human decision maker,human decision maker,0.75
41,50,2-Jan,11,average,human decision maker,human decision maker,0.75
42,45,2-Jan,11,average,human decision maker,human decision maker,0.75
43,45,2-Jan,11,average,human decision maker,human decision maker,0.75
44,45,2-Jan,11,average,human decision maker,human decision maker,0.75
45,50,2-Jan,11,average,human decision maker,human decision maker,0.75
46,40,2-Jan,11,average,human decision maker,human decision maker,0.75
47,40,2-Jan,11,average,human decision maker,human decision maker,0.75
48,45,2-Jan,11,average,human decision maker,human decision maker,0.75
49,45,2-Jan,11,average,human decision maker,human decision maker,0.75
50,40,2-Jan,11,average,human decision maker,human decision maker,0.75
51,40,2-Jan,11,average,human decision maker,human decision maker,0.75
52,45,2-Jan,11,average,human decision maker,human decision maker,0.75
53,50,2-Jan,11,average,human decision maker,human decision maker,0.75
54,45,2-Jan,11,average,human decision maker,human decision maker,0.75
55,45,2-Jan,11,average,human decision maker,human decision maker,0.75
56,40,2-Jan,11,average,human decision maker,human decision maker,0.75
57,40,2-Jan,11,average,human decision maker,human decision maker,0.75
58,50,2-Jan,11,average,human decision maker,human decision maker,0.75
59,45,2-Jan,11,average,human decision maker,human decision maker,0.75
60,45,2-Jan,11,average,human decision maker,human decision maker,0.75
61,50,2-Jan,11,average,human decision maker,human decision maker,0.75
62,45,2-Jan,11,average,human decision maker,human decision maker,0.75
63,45,2-Jan,11,average,human decision maker,human decision maker,0.75
64,45,2-Jan,11,average,human decision maker,human decision maker,0.75
65,45,2-Jan,11,average,human decision maker,human decision maker,0.75
66,45,2-Jan,11,average,human decision maker,human decision maker,0.75
67,40,2-Jan,11,average,human decision maker,human decision maker,0.75
68,45,2-Jan,11,average,human decision maker,human decision maker,0.75
69,45,2-Jan,11,average,human decision maker,human decision maker,0.75
70,40,2-Jan,11,average,human decision maker,human decision maker,0.75
71,45,2-Jan,11,average,human decision maker,human decision maker,0.75
72,40,2-Jan,11,average,human decision maker,human decision maker,0.75
73,40,2-Jan,11,average,human decision maker,human decision maker,0.75
74,50,2-Jan,11,average,human decision maker,human decision maker,0.75
75,50,2-Jan,11,average,human decision maker,human decision maker,0.75
76,45,2-Jan,11,average,human decision maker,human decision maker,0.75
77,40,2-Jan,11,average,human decision maker,human decision maker,0.75
78,40,2-Jan,11,average,human decision maker,human decision maker,0.75
79,45,2-Jan,11,average,human decision maker,human decision maker,0.75
80,45,2-Jan,11,average,human decision maker,human decision maker,0.75
81,50,2-Jan,11,average,human decision maker,human decision maker,0.75
82,45,2-Jan,11,average,human decision maker,human decision maker,0.75
83,40,2-Jan,11,average,human decision maker,human decision maker,0.75
84,50,2-Jan,11,average,human decision maker,human decision maker,0.75
85,40,2-Jan,11,average,human decision maker,human decision maker,0.75
86,45,2-Jan,11,average,human decision maker,human decision maker,0.75
87,45,2-Jan,11,average,human decision maker,human decision maker,0.75
88,50,2-Jan,11,average,human decision maker,human decision maker,0.75
89,45,2-Jan,11,average,human decision maker,human decision maker,0.75
90,50,2-Jan,11,average,human decision maker,human decision maker,0.75
91,40,2-Jan,11,average,human decision maker,human decision maker,0.75
92,45,2-Jan,11,average,human decision maker,human decision maker,0.75
93,50,2-Jan,11,average,human decision maker,human decision maker,0.75
94,50,2-Jan,11,average,human decision maker,human decision maker,0.75
95,40,2-Jan,11,average,human decision maker,human decision maker,0.75
96,45,2-Jan,11,average,human decision maker,human decision maker,0.75
97,45,2-Jan,11,average,human decision maker,human decision maker,0.75
98,45,2-Jan,11,average,human decision maker,human decision maker,0.75
99,50,2-Jan,11,average,human decision maker,human decision maker,0.75
100,45,2-Jan,11,average,human decision maker,human decision maker,0.75
1,35,3-Apr,11,average,human decision maker,human decision maker,0.5
2,35,3-Apr,11,average,human decision maker,human decision maker,0.5
3,35,3-Apr,11,average,human decision maker,human decision maker,0.5
4,35,3-Apr,11,average,human decision maker,human decision maker,0.5
5,33,3-Apr,11,average,human decision maker,human decision maker,0.5
6,33,3-Apr,11,average,human decision maker,human decision maker,0.5
7,33,3-Apr,11,average,human decision maker,human decision maker,0.5
8,33,3-Apr,11,average,human decision maker,human decision maker,0.5
9,33,3-Apr,11,average,human decision maker,human decision maker,0.5
10,35,3-Apr,11,average,human decision maker,human decision maker,0.5
11,35,3-Apr,11,average,human decision maker,human decision maker,0.5
12,33,3-Apr,11,average,human decision maker,human decision maker,0.5
13,35,3-Apr,11,average,human decision maker,human decision maker,0.5
14,30,3-Apr,11,average,human decision maker,human decision maker,0.5
15,33,3-Apr,11,average,human decision maker,human decision maker,0.5
16,33,3-Apr,11,average,human decision maker,human decision maker,0.5
17,33,3-Apr,11,average,human decision maker,human decision maker,0.5
18,35,3-Apr,11,average,human decision maker,human decision maker,0.5
19,33,3-Apr,11,average,human decision maker,human decision maker,0.5
20,30,3-Apr,11,average,human decision maker,human decision maker,0.5
21,33,3-Apr,11,average,human decision maker,human decision maker,0.5
22,35,3-Apr,11,average,human decision maker,human decision maker,0.5
23,35,3-Apr,11,average,human decision maker,human decision maker,0.5
24,33,3-Apr,11,average,human decision maker,human decision maker,0.5
25,33,3-Apr,11,average,human decision maker,human decision maker,0.5
26,33,3-Apr,11,average,human decision maker,human decision maker,0.5
27,33,3-Apr,11,average,human decision maker,human decision maker,0.5
28,33,3-Apr,11,average,human decision maker,human decision maker,0.5
29,33,3-Apr,11,average,human decision maker,human decision maker,0.5
30,30,3-Apr,11,average,human decision maker,human decision maker,0.5
31,33,3-Apr,11,average,human decision maker,human decision maker,0.5
32,33,3-Apr,11,average,human decision maker,human decision maker,0.5
33,33,3-Apr,11,average,human decision maker,human decision maker,0.5
34,35,3-Apr,11,average,human decision maker,human decision maker,0.5
35,35,3-Apr,11,average,human decision maker,human decision maker,0.5
36,33,3-Apr,11,average,human decision maker,human decision maker,0.5
37,35,3-Apr,11,average,human decision maker,human decision maker,0.5
38,35,3-Apr,11,average,human decision maker,human decision maker,0.5
39,33,3-Apr,11,average,human decision maker,human decision maker,0.5
40,33,3-Apr,11,average,human decision maker,human decision maker,0.5
41,35,3-Apr,11,average,human decision maker,human decision maker,0.5
42,35,3-Apr,11,average,human decision maker,human decision maker,0.5
43,35,3-Apr,11,average,human decision maker,human decision maker,0.5
44,35,3-Apr,11,average,human decision maker,human decision maker,0.5
45,35,3-Apr,11,average,human decision maker,human decision maker,0.5
46,33,3-Apr,11,average,human decision maker,human decision maker,0.5
47,35,3-Apr,11,average,human decision maker,human decision maker,0.5
48,35,3-Apr,11,average,human decision maker,human decision maker,0.5
49,35,3-Apr,11,average,human decision maker,human decision maker,0.5
50,35,3-Apr,11,average,human decision maker,human decision maker,0.5
51,35,3-Apr,11,average,human decision maker,human decision maker,0.5
52,35,3-Apr,11,average,human decision maker,human decision maker,0.5
53,33,3-Apr,11,average,human decision maker,human decision maker,0.5
54,33,3-Apr,11,average,human decision maker,human decision maker,0.5
55,30,3-Apr,11,average,human decision maker,human decision maker,0.5
56,33,3-Apr,11,average,human decision maker,human decision maker,0.5
57,35,3-Apr,11,average,human decision maker,human decision maker,0.5
58,35,3-Apr,11,average,human decision maker,human decision maker,0.5
59,33,3-Apr,11,average,human decision maker,human decision maker,0.5
60,30,3-Apr,11,average,human decision maker,human decision maker,0.5
61,33,3-Apr,11,average,human decision maker,human decision maker,0.5
62,33,3-Apr,11,average,human decision maker,human decision maker,0.5
63,33,3-Apr,11,average,human decision maker,human decision maker,0.5
64,35,3-Apr,11,average,human decision maker,human decision maker,0.5
65,35,3-Apr,11,average,human decision maker,human decision maker,0.5
66,33,3-Apr,11,average,human decision maker,human decision maker,0.5
67,35,3-Apr,11,average,human decision maker,human decision maker,0.5
68,33,3-Apr,11,average,human decision maker,human decision maker,0.5
69,30,3-Apr,11,average,human decision maker,human decision maker,0.5
70,35,3-Apr,11,average,human decision maker,human decision maker,0.5
71,35,3-Apr,11,average,human decision maker,human decision maker,0.5
72,33,3-Apr,11,average,human decision maker,human decision maker,0.5
73,33,3-Apr,11,average,human decision maker,human decision maker,0.5
74,30,3-Apr,11,average,human decision maker,human decision maker,0.5
75,33,3-Apr,11,average,human decision maker,human decision maker,0.5
76,33,3-Apr,11,average,human decision maker,human decision maker,0.5
77,33,3-Apr,11,average,human decision maker,human decision maker,0.5
78,35,3-Apr,11,average,human decision maker,human decision maker,0.5
79,33,3-Apr,11,average,human decision maker,human decision maker,0.5
80,35,3-Apr,11,average,human decision maker,human decision maker,0.5
81,35,3-Apr,11,average,human decision maker,human decision maker,0.5
82,35,3-Apr,11,average,human decision maker,human decision maker,0.5
83,35,3-Apr,11,average,human decision maker,human decision maker,0.5
84,35,3-Apr,11,average,human decision maker,human decision maker,0.5
85,33,3-Apr,11,average,human decision maker,human decision maker,0.5
86,35,3-Apr,11,average,human decision maker,human decision maker,0.5
87,33,3-Apr,11,average,human decision maker,human decision maker,0.5
88,30,3-Apr,11,average,human decision maker,human decision maker,0.5
89,33,3-Apr,11,average,human decision maker,human decision maker,0.5
90,35,3-Apr,11,average,human decision maker,human decision maker,0.5
91,35,3-Apr,11,average,human decision maker,human decision maker,0.5
92,33,3-Apr,11,average,human decision maker,human decision maker,0.5
93,33,3-Apr,11,average,human decision maker,human decision maker,0.5
94,35,3-Apr,11,average,human decision maker,human decision maker,0.5
95,35,3-Apr,11,average,human decision maker,human decision maker,0.5
96,33,3-Apr,11,average,human decision maker,human decision maker,0.5
97,33,3-Apr,11,average,human decision maker,human decision maker,0.5
98,33,3-Apr,11,average,human decision maker,human decision maker,0.5
99,35,3-Apr,11,average,human decision maker,human decision maker,0.5
100,35,3-Apr,11,average,human decision maker,human decision maker,0.5
1,33,3-Apr,11,average,human decision maker,human decision maker,0.25
2,33,3-Apr,11,average,human decision maker,human decision maker,0.25
3,33,3-Apr,11,average,human decision maker,human decision maker,0.25
4,33,3-Apr,11,average,human decision maker,human decision maker,0.25
5,35,3-Apr,11,average,human decision maker,human decision maker,0.25
6,33,3-Apr,11,average,human decision maker,human decision maker,0.25
7,35,3-Apr,11,average,human decision maker,human decision maker,0.25
8,33,3-Apr,11,average,human decision maker,human decision maker,0.25
9,35,3-Apr,11,average,human decision maker,human decision maker,0.25
10,33,3-Apr,11,average,human decision maker,human decision maker,0.25
11,33,3-Apr,11,average,human decision maker,human decision maker,0.25
12,30,3-Apr,11,average,human decision maker,human decision maker,0.25
13,33,3-Apr,11,average,human decision maker,human decision maker,0.25
14,33,3-Apr,11,average,human decision maker,human decision maker,0.25
15,33,3-Apr,11,average,human decision maker,human decision maker,0.25
16,33,3-Apr,11,average,human decision maker,human decision maker,0.25
17,35,3-Apr,11,average,human decision maker,human decision maker,0.25
18,33,3-Apr,11,average,human decision maker,human decision maker,0.25
19,33,3-Apr,11,average,human decision maker,human decision maker,0.25
20,33,3-Apr,11,average,human decision maker,human decision maker,0.25
21,33,3-Apr,11,average,human decision maker,human decision maker,0.25
22,33,3-Apr,11,average,human decision maker,human decision maker,0.25
23,35,3-Apr,11,average,human decision maker,human decision maker,0.25
24,33,3-Apr,11,average,human decision maker,human decision maker,0.25
25,33,3-Apr,11,average,human decision maker,human decision maker,0.25
26,35,3-Apr,11,average,human decision maker,human decision maker,0.25
27,30,3-Apr,11,average,human decision maker,human decision maker,0.25
28,33,3-Apr,11,average,human decision maker,human decision maker,0.25
29,35,3-Apr,11,average,human decision maker,human decision maker,0.25
30,35,3-Apr,11,average,human decision maker,human decision maker,0.25
31,33,3-Apr,11,average,human decision maker,human decision maker,0.25
32,33,3-Apr,11,average,human decision maker,human decision maker,0.25
33,33,3-Apr,11,average,human decision maker,human decision maker,0.25
34,35,3-Apr,11,average,human decision maker,human decision maker,0.25
35,33,3-Apr,11,average,human decision maker,human decision maker,0.25
36,30,3-Apr,11,average,human decision maker,human decision maker,0.25
37,33,3-Apr,11,average,human decision maker,human decision maker,0.25
38,33,3-Apr,11,average,human decision maker,human decision maker,0.25
39,30,3-Apr,11,average,human decision maker,human decision maker,0.25
40,33,3-Apr,11,average,human decision maker,human decision maker,0.25
41,33,3-Apr,11,average,human decision maker,human decision maker,0.25
42,33,3-Apr,11,average,human decision maker,human decision maker,0.25
43,33,3-Apr,11,average,human decision maker,human decision maker,0.25
44,33,3-Apr,11,average,human decision maker,human decision maker,0.25
45,35,3-Apr,11,average,human decision maker,human decision maker,0.25
46,33,3-Apr,11,average,human decision maker,human decision maker,0.25
47,33,3-Apr,11,average,human decision maker,human decision maker,0.25
48,33,3-Apr,11,average,human decision maker,human decision maker,0.25
49,33,3-Apr,11,average,human decision maker,human decision maker,0.25
50,33,3-Apr,11,average,human decision maker,human decision maker,0.25
51,33,3-Apr,11,average,human decision maker,human decision maker,0.25
52,33,3-Apr,11,average,human decision maker,human decision maker,0.25
53,35,3-Apr,11,average,human decision maker,human decision maker,0.25
54,35,3-Apr,11,average,human decision maker,human decision maker,0.25
55,33,3-Apr,11,average,human decision maker,human decision maker,0.25
56,33,3-Apr,11,average,human decision maker,human decision maker,0.25
57,33,3-Apr,11,average,human decision maker,human decision maker,0.25
58,33,3-Apr,11,average,human decision maker,human decision maker,0.25
59,33,3-Apr,11,average,human decision maker,human decision maker,0.25
60,33,3-Apr,11,average,human decision maker,human decision maker,0.25
61,33,3-Apr,11,average,human decision maker,human decision maker,0.25
62,33,3-Apr,11,average,human decision maker,human decision maker,0.25
63,33,3-Apr,11,average,human decision maker,human decision maker,0.25
64,33,3-Apr,11,average,human decision maker,human decision maker,0.25
65,35,3-Apr,11,average,human decision maker,human decision maker,0.25
