"","subject","LLM","p0","p1","p2","p3","p4","p5","n_round1","n_round2","n_round3","n_round4","n_round5","n_round6","n_round7","n_round8","n_round9","n_round10","n_round11","n_round12","n_round13","n_round14","n_round15","n_round16","treatment","temperature","ci_lower_p0","ci_upper_p0","ci_lower_p1","ci_upper_p1","ci_lower_p2","ci_upper_p2","ci_lower_p3","ci_upper_p3","ci_lower_p4","ci_upper_p4","ci_lower_p5","ci_upper_p5","ci_lower_n_round1","ci_upper_n_round1","ci_lower_n_round2","ci_upper_n_round2","ci_lower_n_round3","ci_upper_n_round3","ci_lower_n_round4","ci_upper_n_round4","ci_lower_n_round5","ci_upper_n_round5","ci_lower_n_round6","ci_upper_n_round6","ci_lower_n_round7","ci_upper_n_round7","ci_lower_n_round8","ci_upper_n_round8","ci_lower_n_round9","ci_upper_n_round9","ci_lower_n_round10","ci_upper_n_round10","ci_lower_n_round11","ci_upper_n_round11","ci_lower_n_round12","ci_upper_n_round12","ci_lower_n_round13","ci_upper_n_round13","ci_lower_n_round14","ci_upper_n_round14","ci_lower_n_round15","ci_upper_n_round15","ci_lower_n_round16","ci_upper_n_round16"
"15","15","claude3","0.635925741907334","0.341552769534921","1.62408144834872e-06","1.77667462285916e-06","0.0225151135368165","2.97426485735068e-06","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"16","16","claude3","0.655313822212493","0.258384511375093","6.10459964914549e-11","9.42294316582177e-09","0.0863015816375797","7.5290845681678e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"17","17","claude3","0.494376708882733","0.404654550433713","2.80996386471147e-08","2.78823181249667e-08","0.100968654804654","2.98969436972568e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"18","18","claude3","0.592371667886685","0.259223999684109","5.57154540846834e-08","1.3979285448039e-08","0.0506557161064132","0.0977485466280532","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"19","19","claude3","0.508220223111734","0.399021566525492","2.14914055833491e-08","3.3121916205048e-08","0.0302574300672364","0.0625007256822152","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"20","20","claude3","0.471331061040186","0.403625916968661","2.38419036144721e-08","1.03502014116042e-08","3.75653691732287e-08","0.125042950233678","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"21","21","claude3","0.401152677339605","0.598847006289841","2.64281470335093e-07","1.46973882927541e-08","1.88551254757522e-08","1.8536569600349e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"22","22","claude3","0.572383913496067","0.399821573091226","3.29737010854538e-09","2.33731335784521e-08","0.0277944652230291","2.15191743190527e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"23","23","claude3","0.5686472031445","0.404629437282755","1.56479493517493e-08","1.73566397356755e-08","0.0267232803248069","4.62433485737721e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"24","24","claude3","0.85742649387406","0.0800729558453007","5.26919431220019e-08","2.35138318332521e-08","1.63671048157322e-08","0.0625004577077601","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"25","25","claude3","0.402853708910815","0.482828048222122","8.83744843750786e-09","1.98803103030383e-08","3.63597327815878e-08","0.114318177789571","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"26","26","claude3","0.638699791683996","0.195601703011343","0.103195812430852","2.47562439885303e-08","4.43782709062667e-08","0.0625026237392947","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"27","27","claude3","0.0661677554270602","0.933832211149682","3.2570819696472e-09","1.9315844069426e-11","1.46838743342322e-08","1.54629860893101e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"28","28","claude3","0.750516701961606","0.186984959599355","3.31609818430948e-08","2.00682721711835e-08","3.93021135237994e-08","0.0624982459076715","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"29","29","claude3","0.999999918364381","1.94063755546715e-08","1.05757319880142e-08","1.28291868297551e-08","1.94127665311585e-08","1.94115585148166e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"30","30","claude3","0.936447650713848","0.000550873376908438","1.67537536358109e-05","1.65848510702547e-05","0.000467287945950475","0.0625008493585874","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"31","31","claude3","0.64600271244542","0.330766939692074","6.41215743538927e-08","1.79830368986025e-08","0.0232302487561566","1.70017376275609e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"32","32","claude3","0.578077269111957","0.39608251765467","2.19342731693388e-08","2.44985865175911e-08","0.0258401457564274","2.10440855987661e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"33","33","claude3","0.750780758286841","0.186719578726935","3.5687706344636e-08","2.24012661334312e-09","4.24177856912203e-08","0.0624995826406054","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"34","34","claude3","0.132815641166088","0.867184321002878","4.17890545229433e-09","3.66388886207639e-11","1.64144228289181e-08","1.72010671096289e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"35","35","claude3","0.657060266676654","0.342939668835012","2.39275485192678e-09","1.88782740288701e-08","2.15768890725658e-08","2.16404168462521e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"36","36","claude3","0.893942729748201","0.106057208137022","1.5998441596235e-12","4.71828392854091e-09","2.967659855732e-08","2.77182948162352e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"37","37","claude3","0.622165799999372","0.226424690172794","0.05750845135098","2.38305649424623e-09","0.0939010008185538","5.52752438446839e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"38","38","claude3","0.650867836059578","0.327586792404595","8.67538225466648e-07","1.40134149122612e-06","0.0215418174532322","1.28520287849366e-06","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"39","39","claude3","5.15213235408041e-08","0.937497125020631","9.24627150834746e-10","7.31012178056647e-10","9.38455551353877e-10","0.0625028208639503","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"40","40","claude3","0.904457786865351","1.27729003195945e-06","7.22091351175756e-07","5.3299892295857e-07","0.032947404603839","0.0625922761505033","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"41","41","claude3","0.726499374431914","0.211000434527479","6.66286803061036e-09","9.37164857557633e-09","6.54543417919907e-08","0.0625001095517487","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"42","42","claude3","0.758495536742645","0.145384168134776","0.0336170428341253","2.33326296447812e-08","2.57851152669522e-08","0.0625032031707084","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"43","43","claude3","0.980861745729713","0.0190904442127927","7.34455405511729e-07","4.57046951062294e-07","4.6080349369155e-05","5.38205768490406e-07","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"44","44","claude3","0.658264092055892","0.203223419948053","0.109894376103962","0.0286180651363926","2.16130653740769e-08","2.51426354996654e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"45","45","claude3","0.353925842785122","0.543489371637462","3.41494553314112e-08","3.57620771031412e-08","0.040080597457021","0.0625041182088634","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
