"","subject","LLM","tau","n_round1","n_round2","n_round3","n_round4","n_round5","n_round6","n_round7","n_round8","n_round9","n_round10","n_round11","n_round12","n_round13","n_round14","n_round15","n_round16","treatment","temperature","ci_lower_tau","ci_upper_tau","ci_lower_n_round1","ci_upper_n_round1","ci_lower_n_round2","ci_upper_n_round2","ci_lower_n_round3","ci_upper_n_round3","ci_lower_n_round4","ci_upper_n_round4","ci_lower_n_round5","ci_upper_n_round5","ci_lower_n_round6","ci_upper_n_round6","ci_lower_n_round7","ci_upper_n_round7","ci_lower_n_round8","ci_upper_n_round8","ci_lower_n_round9","ci_upper_n_round9","ci_lower_n_round10","ci_upper_n_round10","ci_lower_n_round11","ci_upper_n_round11","ci_lower_n_round12","ci_upper_n_round12","ci_lower_n_round13","ci_upper_n_round13","ci_lower_n_round14","ci_upper_n_round14","ci_lower_n_round15","ci_upper_n_round15","ci_lower_n_round16","ci_upper_n_round16"
"40","40","claude3","0.502890607086592","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"41","41","claude3","1.2580645234216","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"42","42","claude3","1.25806480355626","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"43","43","claude3","0.0192563687713498","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"44","44","claude3","0.313672684484171","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"45","45","claude3","1.2619472601943","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"46","46","claude3","1.25806495199214","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"47","47","claude3","1.16494902489885","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"48","48","claude3","1.4142726770975","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"49","49","claude3","1.32067389988733","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"50","50","claude3","0.940849773712306","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"51","51","claude3","1.0704703907823","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"52","52","claude3","0.279373205842438","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"53","53","claude3","1.29509180522352","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"54","54","claude3","1.85479883132796e-15","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"55","55","claude3","0.981778643271359","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"56","56","claude3","1.4820785825589","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"57","57","claude3","0.323247840935982","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"58","58","claude3","0.977103548164588","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"59","59","claude3","0.860017771184494","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"60","60","claude3","1.25806526268723","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"61","61","claude3","1.22222235202536","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"62","62","claude3","2.08084667442903e-14","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"63","63","claude3","0.299734106348691","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"64","64","claude3","0.368234000939821","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"65","65","claude3","0.507095966597337","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"66","66","claude3","0.875598568571105","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"67","67","claude3","0.42028971057201","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"68","68","claude3","4.91565296798852e-14","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"69","69","claude3","0.82633759307778","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"70","70","claude3","1.26195273483074","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"71","71","claude3","0.262222399316375","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"72","72","claude3","3.5189774122695e-16","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"73","73","claude3","1.03108844387206","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"74","74","claude3","8.29272549187481e-15","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"75","75","claude3","0.279373345503791","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"76","76","claude3","1.25806453042713","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"77","77","claude3","0.671556398012981","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"78","78","claude3","2.78857109094941e-13","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"79","79","claude3","0.779323530194445","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"80","80","claude3","1.05457054519436","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"81","81","claude3","1.90858792798682","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"82","82","claude3","0.200543541213773","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"83","83","claude3","0.546211894150544","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"84","84","claude3","2.55879199522152e-14","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"85","85","claude3","0.44924156982722","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"86","86","claude3","0.955724969657741","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"87","87","claude3","0.940298697913463","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"88","88","claude3","2.55946554553374","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"89","89","claude3","6.40133786003572e-16","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"90","90","claude3","0.999634122086929","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"91","91","claude3","1.15384669085204","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"92","92","claude3","0.917808458634389","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"93","93","claude3","0.155555355135017","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"94","94","claude3","1.38095174399531","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","1.31425153879055e-15","1.43186306386577","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
