"","subject","LLM","tau","n_round1","n_round2","n_round3","n_round4","n_round5","n_round6","n_round7","n_round8","n_round9","n_round10","n_round11","n_round12","n_round13","n_round14","n_round15","n_round16","treatment","temperature","ci_lower_tau","ci_upper_tau","ci_lower_n_round1","ci_upper_n_round1","ci_lower_n_round2","ci_upper_n_round2","ci_lower_n_round3","ci_upper_n_round3","ci_lower_n_round4","ci_upper_n_round4","ci_lower_n_round5","ci_upper_n_round5","ci_lower_n_round6","ci_upper_n_round6","ci_lower_n_round7","ci_upper_n_round7","ci_lower_n_round8","ci_upper_n_round8","ci_lower_n_round9","ci_upper_n_round9","ci_lower_n_round10","ci_upper_n_round10","ci_lower_n_round11","ci_upper_n_round11","ci_lower_n_round12","ci_upper_n_round12","ci_lower_n_round13","ci_upper_n_round13","ci_lower_n_round14","ci_upper_n_round14","ci_lower_n_round15","ci_upper_n_round15","ci_lower_n_round16","ci_upper_n_round16"
"39","39","gemini2","1.03395854467361","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"40","40","gemini2","1.7952737374496","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"41","41","gemini2","1.67326786653327","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"42","42","gemini2","1.96555917542152","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"43","43","gemini2","2.44262312636302","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"44","44","gemini2","2.03711860347542","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"45","45","gemini2","1.12432190504238","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"46","46","gemini2","1.15382504959009","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"47","47","gemini2","1.01550428864442","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"48","48","gemini2","1.74510049932068","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"49","49","gemini2","1.25806513479708","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"50","50","gemini2","0.908025185010717","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"51","51","gemini2","0.584108439970843","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"52","52","gemini2","1.22951701555789","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"53","53","gemini2","0.826086957097844","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"54","54","gemini2","1.32227495186552","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"55","55","gemini2","1.86131303705738","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"56","56","gemini2","2.40575402881795","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"57","57","gemini2","1.22222269113342","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"58","58","gemini2","0.975683792731948","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"59","59","gemini2","1.33852965387026","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"60","60","gemini2","2.00624798339351","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"61","61","gemini2","0.873174387020702","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"62","62","gemini2","1.18323007026869","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"63","63","gemini2","2.11348896086172","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"64","64","gemini2","1.32067655928359","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"65","65","gemini2","1.69897644247864","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"66","66","gemini2","1.03720705976381","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"67","67","gemini2","1.03761871253192","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"68","68","gemini2","0.951397968037433","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"69","69","gemini2","0.737774428290727","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"70","70","gemini2","2.9939481771634","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"71","71","gemini2","1.41424184942907","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"72","72","gemini2","1.7508868659264","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"73","73","gemini2","1.70501695404626","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"74","74","gemini2","1.19780234765029","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"75","75","gemini2","2.17895879218148","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"76","76","gemini2","1.61042491997466","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"77","77","gemini2","1.96361551309176","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"78","78","gemini2","0.666835006183627","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"79","79","gemini2","1.3595496026117","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"80","80","gemini2","1.33281890770034","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"81","81","gemini2","0.862439385365185","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"82","82","gemini2","1.07077313589033","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"83","83","gemini2","1.41812923462661","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"84","84","gemini2","2.31150560696579","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"85","85","gemini2","0.629073090965122","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"86","86","gemini2","1.80112414854786","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"87","87","gemini2","1.64151161047238","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"88","88","gemini2","1.07666998649539","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"89","89","gemini2","1.3000212911236","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"90","90","gemini2","1.98507534672584","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"91","91","gemini2","1.86131428027486","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"92","92","gemini2","1.45614277703126","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"93","93","gemini2","1.85714386800549","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_0.5","0.5","0.730527407728008","2.50877232543502","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
